config_key,T,m,sigma2_method,cbar_otimo,poder_no_otimo,se_poder,se_cbar,fallback_used,refined,inv_dev,cfg_seed,lambda1,lambda2,lambda3,lambda4,lambda5,mza_cv1,mza_cv1_se,mza_cv2_5,mza_cv2_5_se,mza_cv5,mza_cv5_se,mza_cv10,mza_cv10_se,msb_cv1,msb_cv1_se,msb_cv2_5,msb_cv2_5_se,msb_cv5,msb_cv5_se,msb_cv10,msb_cv10_se,mzt_cv1,mzt_cv1_se,mzt_cv2_5,mzt_cv2_5_se,mzt_cv5,mzt_cv5_se,mzt_cv10,mzt_cv10_se,pt_cv1,pt_cv1_se,pt_cv2_5,pt_cv2_5_se,pt_cv5,pt_cv5_se,pt_cv10,pt_cv10_se,mpt_cv1,mpt_cv1_se,mpt_cv2_5,mpt_cv2_5_se,mpt_cv5,mpt_cv5_se,mpt_cv10,mpt_cv10_se
T30_m2_lambdas_0.267_0.617,30,2,maic,-17.5,0.4312,0.007003807,0.007003807,1,0,1.30E-11,51111081,0.267,0.617,,,,-16.67356589,0.197476602,-15.20696014,0.115005431,-13.99332836,0.081213588,-12.64620166,0.064150884,0.161200995,0.001151897,0.171868961,0.0006738,0.180208026,0.000567784,0.189791386,0.000448239,-2.799325925,0.014770691,-2.684456961,0.009532372,-2.572102396,0.008068064,-2.439430973,0.006031837,10.39750312,0.100942825,11.69393353,0.103562771,12.84886772,0.095352089,14.30173736,0.066680158,9.732294904,0.091662529,10.47999232,0.062217732,11.31841245,0.056985093,12.44439226,0.059406548
T30_m2_lambdas_0.267_0.733,30,2,maic,-16.5,0.4434,0.007025617,0.007025617,1,0,5.39E-11,51269885,0.267,0.733,,,,-16.6983708,0.168233612,-15.15162842,0.123692019,-13.85142317,0.079840942,-12.46785051,0.06825782,0.162445453,0.001088325,0.171826395,0.000700933,0.180455992,0.000541977,0.191290972,0.000561181,-2.790340742,0.0129962,-2.665192356,0.010311756,-2.557273938,0.007638593,-2.409491562,0.007902992,9.596384761,0.120676739,10.77995199,0.094083958,11.78850698,0.076438905,13.09648687,0.071900409,8.698869047,0.06899983,9.482083011,0.06128288,10.24671255,0.055472232,11.29892358,0.051460002
T30_m2_lambdas_0.267_0.85,30,2,maic,-18,0.4128,0.006962703,0.006962703,1,0,8.94E-11,51430058,0.267,0.85,,,,-16.39618959,0.223496928,-14.68000553,0.1113821,-13.35261304,0.111699161,-11.69453467,0.084496488,0.16556789,0.001038356,0.176538131,0.000773172,0.186555269,0.000888557,0.200447399,0.000622087,-2.780748009,0.015240795,-2.638168568,0.010201961,-2.507272285,0.008837322,-2.347927866,0.006679138,11.25950964,0.131907012,12.47195997,0.102209195,13.79874848,0.089788599,15.60946425,0.089696107,10.33905131,0.092852298,11.40973567,0.067109841,12.47337119,0.097377884,14.06799635,0.08925697
T30_m2_lambdas_0.383_0.617,30,2,maic,-16.5,0.4212,0.006982701,0.006982701,1,0,6.72E-11,51115373,0.383,0.617,,,,-16.75602363,0.157086047,-15.06506479,0.102223923,-13.67276586,0.101742959,-12.16282791,0.07640052,0.161542068,0.001625549,0.173124486,0.000719758,0.181984838,0.000554221,0.193470105,0.000537808,-2.793246047,0.020673174,-2.674951484,0.010313441,-2.53934695,0.005812686,-2.392483912,0.006692031,9.267745834,0.111013601,10.61884927,0.10221575,11.80135816,0.094564547,13.32207918,0.090897906,8.665553963,0.121298735,9.443825102,0.061425178,10.34476122,0.050944843,11.52226948,0.063439084
T30_m2_lambdas_0.383_0.733,30,2,maic,-17,0.438,0.007016495,0.007016495,1,0,2.36E-11,51274177,0.383,0.733,,,,-16.60101038,0.153178272,-15.02397293,0.08965791,-13.72891579,0.077899448,-12.33495777,0.071885512,0.163801394,0.000843583,0.172674134,0.000710661,0.181641054,0.000562403,0.191889579,0.000612388,-2.815503269,0.011631743,-2.657187321,0.009507261,-2.548044768,0.008815446,-2.403103725,0.006561337,10.07914907,0.116739363,11.2855379,0.085670353,12.35188471,0.083673317,13.89634981,0.067133147,9.073553332,0.068131727,10.08588951,0.07486686,10.87097424,0.066100943,12.03071441,0.060070888
T30_m2_lambdas_0.383_0.85,30,2,maic,-17.5,0.4248,0.006990636,0.006990636,1,0,4.73E-11,51434350,0.383,0.85,,,,-16.42365876,0.157747481,-14.73249145,0.104779929,-13.20567624,0.110741062,-11.55450814,0.07441167,0.164835222,0.001163308,0.177471954,0.001046982,0.188208837,0.000629781,0.201474423,0.00084138,-2.762572991,0.015739138,-2.624614168,0.011979507,-2.502698838,0.009364235,-2.340148406,0.006809874,10.66757466,0.127940854,12.01104242,0.112545969,13.22422027,0.109046535,14.94217837,0.109574347,9.915940501,0.112385545,10.840383,0.063300486,11.91216995,0.094195013,13.48028842,0.074309956
T30_m2_lambdas_0.5_0.733,30,2,maic,-13.5,0.4012,0.006931646,0.006931646,1,0,1.35E-10,51278506,0.5,0.733,,,,-15.88475149,0.119646321,-14.62940727,0.081448673,-13.47339523,0.068886158,-12.14377672,0.078860767,0.167232425,0.000885647,0.17610133,0.000855895,0.183704381,0.000480669,0.194538906,0.000487744,-2.726186965,0.006517182,-2.631420854,0.010314253,-2.52324776,0.008087491,-2.391044481,0.005777987,7.176554626,0.105512235,8.040955733,0.073515779,8.886581074,0.061831596,10.02632187,0.059064185,6.215584184,0.037702194,6.61269653,0.043762497,7.121013722,0.040876575,7.848527233,0.04283399
T30_m2_lambdas_0.5_0.85,30,2,maic,-15,0.4006,0.00692993,0.00692993,1,0,1.18E-09,51438679,0.5,0.85,,,,-16.23169363,0.1412469,-15.12156989,0.088708603,-13.99600275,0.083133991,-12.63458642,0.064008833,0.16727817,0.000808371,0.175870509,0.000541017,0.182689773,0.00050785,0.193506357,0.000537043,-2.764617093,0.006881158,-2.671001149,0.007326263,-2.583199746,0.006314426,-2.454450507,0.007596868,8.643328782,0.119335952,9.639304044,0.079253691,10.43333925,0.065693839,11.61772501,0.053455787,7.373038962,0.038756589,7.860467127,0.039047663,8.362504712,0.042356954,9.173066598,0.043454317
T30_m2_lambdas_0.617_0.85,30,2,maic,-15.5,0.4108,0.006957634,0.006957634,1,0,3.10E-11,51443008,0.617,0.85,,,,-16.38817651,0.13288221,-15.09817191,0.116847447,-13.63191946,0.080259469,-12.18008264,0.064728936,0.167107636,0.00095606,0.175914535,0.000676544,0.184931791,0.00081119,0.197121605,0.000564416,-2.780898015,0.00964754,-2.666700877,0.007431948,-2.557286509,0.00833771,-2.409421538,0.006009409,8.864046012,0.103450489,10.05224931,0.07763251,11.03305681,0.069866118,12.40998528,0.073780907,7.773107339,0.053426701,8.391642623,0.045784079,9.066532662,0.053363429,10.12194004,0.059772423
T45_m0_lambdas_,45,0,maic,-9.245513727,0.5,0,0.044515654,0,0,2.24E-10,-20,,,,,,-13.46893571,0.084481586,-10.56359958,0.050626829,-8.706175955,0.034740848,-6.844465467,0.023148522,0.183791495,0.0006761,0.207161419,0.000490637,0.226925712,0.000370893,0.25363522,0.000346263,-2.531590339,0.0079841,-2.234921704,0.005476448,-2.016985679,0.004761043,-1.776857654,0.003131509,3.598257232,0.033459585,4.567825067,0.034287201,5.581904387,0.042567027,7.137405421,0.055097034,3.453568501,0.031152384,4.326185362,0.03461727,5.208169867,0.04082943,6.504596573,0.049433438
T45_m1_lambdas_0.15,45,1,maic,-11.95652174,0.5,0.007070688,0.192148582,0,0,2.77E-11,65254205,0.15,,,,,-15.20530472,0.310818207,-12.20408491,0.197099114,-10.3329485,0.115924605,-8.302915565,0.079715145,0.176382169,0.00128713,0.193650934,0.001438708,0.210149195,0.001132658,0.231988612,0.001029366,-2.710580222,0.03508955,-2.420965114,0.016883974,-2.207171378,0.015664102,-1.975685535,0.010413408,5.415208127,0.150834659,6.631177107,0.111364486,8.007753146,0.083468782,9.863549884,0.106913965,4.976732798,0.129515369,6.099760135,0.081919249,7.233732036,0.101960353,8.800021106,0.069699002
T45_m1_lambdas_0.267,45,1,maic,-11.16818182,0.5,0.00706954,0.160706087,0,0,6.23E-11,65258534,0.267,,,,,-14.83984317,0.290918985,-12.04783805,0.164008891,-10.16685671,0.1124481,-8.386631193,0.073761779,0.176823955,0.001623943,0.195375216,0.00166533,0.212341238,0.001225826,0.232142685,0.001073336,-2.670313614,0.035288676,-2.402355274,0.016826356,-2.199480605,0.014137326,-1.985407685,0.010338061,4.823707027,0.114156952,5.986985082,0.082509609,7.122076906,0.092756514,8.847408355,0.106965808,4.450214332,0.122184421,5.415502678,0.071911348,6.387011123,0.077572435,7.690365419,0.071054238
T45_m1_lambdas_0.383,45,1,maic,-11.03125,0.5,0.007070932,0.276213586,0,0,2.39E-10,65262826,0.383,,,,,-14.8535425,0.202121949,-12.64534849,0.149782167,-11.05263105,0.097187213,-9.401341117,0.07330803,0.175898504,0.001024056,0.189832137,0.000997361,0.203546574,0.001027045,0.220220557,0.000662386,-2.658276013,0.015589392,-2.439157298,0.01968013,-2.27764408,0.009788065,-2.107244969,0.006860058,4.828835587,0.061416206,5.871000249,0.086880379,6.875594275,0.076007804,8.22505145,0.065016176,4.393584492,0.055323297,5.135656792,0.075858327,5.851871183,0.047576771,6.744094117,0.035714315
T45_m1_lambdas_0.5,45,1,maic,-10.05789474,0.5,0.007070545,0.186080732,0,0,2.23E-10,65267155,0.5,,,,,-14.52217312,0.331041974,-12.17419016,0.136414272,-10.71472339,0.106520911,-8.993913774,0.0702664,0.17728841,0.001968523,0.19303194,0.001132101,0.206083028,0.000852047,0.223362204,0.000850164,-2.647127804,0.034760888,-2.412634141,0.012164811,-2.23986186,0.01165532,-2.059078717,0.008869787,4.111870578,0.081848009,4.963897098,0.05592295,5.872276459,0.065172694,7.05694109,0.068155989,3.790904203,0.079739663,4.377862622,0.041918458,5.053087876,0.049829442,5.897726208,0.042628741
T45_m1_lambdas_0.617,45,1,maic,-9.733333333,0.5,0.007070561,0.294627825,0,0,1.03E-10,65271484,0.617,,,,,-14.01539407,0.205045009,-12.03840428,0.167020082,-10.31101842,0.101936687,-8.759586434,0.068883369,0.181545189,0.001117698,0.195410983,0.001238987,0.20913542,0.000956517,0.226289336,0.000788436,-2.590217427,0.020655434,-2.396405546,0.017982566,-2.214482018,0.011886535,-2.033686505,0.008356824,3.947297804,0.078397468,4.716747689,0.054554518,5.570034905,0.062463549,6.810226616,0.071536719,3.615587608,0.046841454,4.217011336,0.054783095,4.84722014,0.047248116,5.664746089,0.038518554
T45_m1_lambdas_0.733,45,1,maic,-9.356382979,0.5,0.007070044,0.188060314,0,0,2.38E-10,65275776,0.733,,,,,-13.22466165,0.224177048,-11.51388302,0.123396827,-9.960285044,0.090039548,-8.349152034,0.073630557,0.183695908,0.001325059,0.199727606,0.001305058,0.211668459,0.000842375,0.229035976,0.000870923,-2.520756879,0.018597528,-2.339061176,0.016381586,-2.161125194,0.012768147,-1.97426512,0.008386331,3.817743031,0.054565112,4.497230322,0.055947039,5.350569579,0.074944734,6.506869832,0.058238723,3.525959056,0.036667606,4.071637442,0.045907713,4.710543948,0.04477921,5.521598118,0.038529281
T45_m1_lambdas_0.85,45,1,maic,-9.138392857,0.5,0.007069647,0.157836335,0,0,3.85E-10,65280105,0.85,,,,,-13.28872521,0.231795191,-11.07044604,0.154959007,-9.534477923,0.09391524,-7.859831961,0.07722954,0.184671613,0.001861538,0.20188223,0.001429247,0.216046897,0.00110137,0.237698955,0.001003517,-2.513694402,0.02225495,-2.295995448,0.013796553,-2.109035618,0.013702208,-1.906207126,0.008912609,3.603194249,0.067483539,4.384925493,0.076516542,5.249238935,0.06997627,6.525296963,0.064996149,3.429045344,0.048770752,3.996435993,0.043383951,4.703161765,0.056466818,5.628444465,0.042103445
T45_m2_lambdas_0.15_0.383,45,2,maic,-12.88607595,0.5,0.007070447,0.223767969,0,0,2.77E-11,65786451,0.15,0.383,,,,-16.53637906,0.277009749,-14.20407757,0.130177994,-12.71512976,0.106173882,-11.08242584,0.066233913,0.167756147,0.000904408,0.180422066,0.000820168,0.190765494,0.00064978,0.204606278,0.000545252,-2.797852126,0.025918339,-2.613422552,0.012083544,-2.464101949,0.011797442,-2.294912347,0.007136442,6.056681731,0.100995031,7.126886696,0.086493933,8.046120672,0.077930402,9.557288239,0.094993946,5.358453816,0.081711781,6.109669422,0.051697488,6.824395958,0.064481548,7.765235768,0.048390257
T45_m2_lambdas_0.15_0.5,45,2,maic,-11.7,0.5,0.007069968,0.19641855,0,0,1.18E-10,65946624,0.15,0.5,,,,-15.25485015,0.165704568,-13.55644656,0.119927131,-12.18295315,0.0798045,-10.67656774,0.064676011,0.173320449,0.001219148,0.184964118,0.000808438,0.194533837,0.000712248,0.206990768,0.000650395,-2.722773263,0.019994058,-2.553473785,0.011066529,-2.416023718,0.010818604,-2.246251818,0.007238308,5.196005333,0.085173191,6.102880954,0.065273592,7.005574534,0.068607995,8.292318008,0.072798799,4.660528537,0.07565635,5.301695955,0.047996922,5.872392123,0.050762774,6.716228853,0.038437914
T45_m2_lambdas_0.15_0.617,45,2,maic,-12.00454545,0.5,0.007071006,0.160706087,0,0,3.88E-11,66106797,0.15,0.617,,,,-15.71682734,0.197890059,-13.62294232,0.13390602,-12.23650165,0.092977373,-10.62510276,0.059636897,0.1714601,0.001424932,0.183329911,0.000977274,0.19454696,0.000676082,0.207207624,0.00050294,-2.759379747,0.02035294,-2.55277926,0.010519562,-2.412256967,0.009587495,-2.245541549,0.008512085,5.489794093,0.090375821,6.422713494,0.079976569,7.397308086,0.070050306,8.629727125,0.070155312,4.873118962,0.07373416,5.549961712,0.046556872,6.191577671,0.044605261,7.047758727,0.041939968
T45_m2_lambdas_0.15_0.733,45,2,maic,-10.95744681,0.5,0.007070679,0.188060314,0,0,1.28E-10,66265601,0.15,0.733,,,,-15.27480943,0.16372611,-13.40965016,0.106937575,-11.87066011,0.084668518,-10.24121247,0.06408077,0.174281207,0.000915014,0.185763596,0.000739733,0.196502214,0.000610522,0.210189691,0.000684451,-2.718384611,0.023229749,-2.53104417,0.012605059,-2.371742756,0.012336736,-2.199023039,0.007810357,4.668734771,0.07068294,5.424214399,0.061008447,6.275504548,0.06394156,7.462644198,0.060676299,4.175353731,0.061430115,4.740456727,0.049860642,5.367701136,0.05006565,6.157732675,0.040878838
T45_m2_lambdas_0.15_0.85,45,2,maic,-10.955,0.5,0.007070604,0.176776695,0,0,8.80E-12,66425774,0.15,0.85,,,,-14.62925574,0.189700742,-12.75658044,0.14045778,-11.22662513,0.098659509,-9.58546346,0.08188113,0.17547189,0.001306617,0.188808197,0.001108585,0.201754136,0.000863763,0.217270523,0.000736816,-2.650500086,0.02245022,-2.465979678,0.011586266,-2.302116772,0.010931848,-2.120931739,0.007681371,4.802756286,0.080596554,5.650523409,0.075499566,6.532761699,0.062133526,7.86166553,0.060522555,4.331543871,0.071361763,4.983061563,0.044985698,5.677253766,0.048232728,6.568162534,0.046052976
T45_m2_lambdas_0.267_0.5,45,2,maic,-11.23611111,0.5,0.007070337,0.245523188,0,0,9.91E-11,65950953,0.267,0.5,,,,-15.64790481,0.278628854,-13.52032299,0.138661071,-12.04127691,0.099656236,-10.39504934,0.072010917,0.171991392,0.000936432,0.184298148,0.000940439,0.194858592,0.000788677,0.209980954,0.000582603,-2.731859848,0.025042555,-2.549052399,0.010409185,-2.393235367,0.01043446,-2.218501847,0.008818872,4.819918137,0.079825493,5.699351966,0.055028677,6.560926475,0.068209936,7.944284106,0.065793482,4.337868349,0.055727393,4.915481834,0.041434982,5.526723266,0.045369812,6.355308616,0.045196234
T45_m2_lambdas_0.267_0.617,45,2,maic,-11.73033708,0.5,0.007069954,0.1986255,0,0,6.68E-11,66111126,0.267,0.617,,,,-15.39605863,0.168562412,-13.48344764,0.098522097,-12.16578684,0.091184046,-10.55099121,0.064287164,0.173201545,0.001115017,0.184411542,0.000939883,0.194854021,0.000630676,0.208085294,0.000614021,-2.722567314,0.02029006,-2.535029326,0.011183989,-2.398757982,0.009501543,-2.23799003,0.007237891,5.380993483,0.086805165,6.176301595,0.074318275,7.16699437,0.080070936,8.447869551,0.065563946,4.727350569,0.070532439,5.392544914,0.048806147,5.994133251,0.044548776,6.792838079,0.037170241
T45_m2_lambdas_0.267_0.733,45,2,maic,-10.92473118,0.5,0.007070442,0.190082468,0,0,2.95E-10,66269930,0.267,0.733,,,,-15.1699391,0.15357587,-13.20982125,0.112503415,-11.80178282,0.107746258,-10.24304813,0.073969054,0.17476803,0.001253482,0.185728914,0.000904237,0.197535297,0.000868446,0.210299406,0.000595202,-2.68747992,0.018743966,-2.502291711,0.011040556,-2.369643594,0.008789933,-2.201065655,0.008283055,4.674401051,0.079594745,5.530411463,0.061828571,6.359225781,0.072675871,7.590471652,0.05745168,4.176652677,0.058201398,4.809949558,0.043439661,5.337293033,0.03986022,6.11555445,0.046350237
T45_m2_lambdas_0.267_0.85,45,2,maic,-11.52840909,0.5,0.007070833,0.200882608,0,0,3.67E-11,66430103,0.267,0.85,,,,-15.1041781,0.168969606,-13.2547135,0.143605383,-11.64372093,0.093383867,-10.02947763,0.077850686,0.173978018,0.001287234,0.185707152,0.001036499,0.197540666,0.000997094,0.212123322,0.000766204,-2.69453371,0.020027618,-2.499154869,0.01600735,-2.349166644,0.011364475,-2.165822461,0.008552039,5.075620032,0.075325925,6.062999957,0.066577754,7.061732008,0.089249016,8.448971092,0.082141689,4.638366758,0.065960753,5.362669754,0.058619295,6.035031978,0.05257763,6.96561448,0.047504481
T45_m2_lambdas_0.383_0.617,45,2,maic,-11.34536082,0.5,0.007069931,0.182244016,0,0,2.18E-10,66115418,0.383,0.617,,,,-15.28365184,0.16407072,-13.72406423,0.120665753,-12.50816193,0.089325192,-10.99645272,0.066162543,0.172987585,0.000885477,0.182983326,0.00080844,0.191399851,0.000666683,0.2032319,0.000665695,-2.698378726,0.015546688,-2.569281722,0.008805766,-2.441032764,0.008489264,-2.285669651,0.00665585,5.075174487,0.066853545,5.853506645,0.070774783,6.697540406,0.05990324,7.836272836,0.073367551,4.508861235,0.04073787,4.92772161,0.029973235,5.437679847,0.032473233,6.128743022,0.032550688
T45_m2_lambdas_0.383_0.733,45,2,maic,-10.05789474,0.5,0.007070545,0.186080732,0,0,6.61E-11,66274222,0.383,0.733,,,,-14.71780254,0.157089886,-12.98319883,0.135659996,-11.59052265,0.100946812,-10.20822078,0.059873826,0.175379089,0.001063778,0.187453168,0.001205579,0.197780423,0.000750242,0.209942265,0.000591161,-2.628487954,0.016604533,-2.486175361,0.011272633,-2.347077759,0.009490643,-2.199472197,0.006909328,4.153059958,0.061141185,4.849136453,0.055733617,5.53035576,0.053141264,6.580797873,0.051582408,3.742548299,0.035436185,4.164336186,0.036157731,4.639795681,0.031858991,5.227422845,0.031957517
T45_m2_lambdas_0.383_0.85,45,2,maic,-10.4009009,0.5,0.00706996,0.159258284,0,0,3.49E-10,66434395,0.383,0.85,,,,-14.38690583,0.205347922,-12.6110262,0.107348766,-11.55802005,0.073485365,-10.16518799,0.059874172,0.177946556,0.000988844,0.18809854,0.000744895,0.198954617,0.000764138,0.210960402,0.000665319,-2.644418343,0.016197988,-2.461160907,0.01254047,-2.340493876,0.009994881,-2.185601617,0.006141939,4.461089573,0.070709451,5.204241077,0.060272516,5.909479245,0.056984536,7.069757519,0.054922452,3.940891864,0.044095719,4.517533904,0.035458458,4.961395043,0.034343737,5.635449502,0.02896974
T45_m2_lambdas_0.5_0.733,45,2,maic,-10.47183099,0.5,0.007070916,0.248981261,0,0,1.38E-10,66278551,0.5,0.733,,,,-14.54235401,0.210734314,-13.05864712,0.101503287,-11.72147422,0.104360525,-10.43315125,0.053193475,0.17565059,0.001020928,0.18730678,0.000781687,0.196212524,0.000712036,0.208577678,0.00059796,-2.635993331,0.018998003,-2.490069892,0.011185019,-2.355940088,0.006933258,-2.214416665,0.006633847,4.44719635,0.083589139,5.247714592,0.053269458,5.89913611,0.04709456,6.919487435,0.05914905,4.024233369,0.049351716,4.49103508,0.036566398,4.96042249,0.026322423,5.580705929,0.032255305
T45_m2_lambdas_0.5_0.85,45,2,maic,-10.09322034,0.5,0.007069873,0.149810759,0,0,2.92E-10,66438724,0.5,0.85,,,,-14.49617837,0.139261564,-12.65406375,0.136003945,-11.29715987,0.079153045,-9.931243088,0.066790226,0.178608347,0.001353885,0.189427566,0.000723772,0.200506549,0.000819354,0.214262129,0.000682184,-2.636772434,0.014555649,-2.458041527,0.013892928,-2.315029076,0.009053313,-2.16438837,0.007383782,4.152236404,0.063546431,4.916781411,0.056799597,5.630924205,0.058449631,6.786335486,0.057739174,3.725151829,0.042206664,4.289362215,0.042804397,4.785368791,0.032957731,5.417788599,0.035454226
T45_m2_lambdas_0.617_0.85,45,2,maic,-9.495901639,0.5,0.007070999,0.144898931,0,0,1.06E-10,66443053,0.617,0.85,,,,-13.98465654,0.13524719,-12.28673778,0.111490013,-10.92686985,0.093211342,-9.512236142,0.078900428,0.181168726,0.001086085,0.191771724,0.00104513,0.203028971,0.000833242,0.218034497,0.000653608,-2.591519855,0.015477609,-2.425282672,0.011835439,-2.275067741,0.008897857,-2.108806181,0.008845369,3.728847555,0.054449442,4.457779192,0.054468808,5.162397393,0.049393777,6.18849093,0.054977867,3.428181063,0.039980619,3.904217967,0.033506185,4.392948962,0.036205579,5.053803285,0.035748104
T45_m3_lambdas_0.15_0.35_0.55,45,3,maic,-14.00657895,0.5,0.007071025,0.232600915,0,0,1.91E-10,93608343,0.15,0.35,0.55,,,-17.40618205,0.175006601,-15.94610064,0.099308896,-14.48423355,0.088490773,-13.00139278,0.070692636,0.1626705,0.000950671,0.170782349,0.000622556,0.178740402,0.000657609,0.189070913,0.000465928,-2.894184755,0.012273992,-2.76679081,0.009716676,-2.647036776,0.007961841,-2.500652685,0.007177709,6.736584231,0.090411563,7.710805749,0.070699165,8.717191841,0.075799952,10.00473919,0.076581042,5.880071488,0.043730849,6.464091501,0.045465485,7.013917596,0.038165222,7.813695912,0.044928526
T45_m3_lambdas_0.15_0.35_0.65,45,3,maic,-13.15277778,0.5,0.007070446,0.245523188,0,0,3.83E-11,98673643,0.15,0.35,0.65,,,-16.97161495,0.194727082,-15.4560988,0.12059121,-14.20779752,0.081313221,-12.87225122,0.072683489,0.165137705,0.000791972,0.173758807,0.000556943,0.180617878,0.000466635,0.189493326,0.000397684,-2.868210548,0.013104615,-2.733326378,0.011943527,-2.617642109,0.007841421,-2.47766832,0.00630441,6.140017004,0.07400062,7.011577392,0.076891352,7.946870911,0.058419163,9.023259733,0.048941903,5.303006456,0.039607649,5.842527875,0.040981747,6.340396959,0.036787604,7.015841741,0.029842599
T45_m3_lambdas_0.15_0.35_0.75,45,3,maic,-13.98181818,0.5,0.007071008,0.321412173,0,0,1.55E-10,103738943,0.15,0.35,0.75,,,-17.44198093,0.163740518,-15.90051291,0.129916624,-14.65223345,0.080670495,-13.31255426,0.072632639,0.162902909,0.000877187,0.16985719,0.000577181,0.177912194,0.000574564,0.186269155,0.000434578,-2.902363189,0.01547886,-2.769804692,0.01193161,-2.649181785,0.007837213,-2.519991019,0.005283012,6.786475584,0.087743982,7.597708007,0.071703772,8.527569532,0.076383682,9.846473386,0.071313092,5.881177245,0.055782926,6.432929462,0.04897788,6.970794904,0.036230651,7.657061122,0.02927671
T45_m3_lambdas_0.15_0.35_0.85,45,3,maic,-13.42253521,0.5,0.007070694,0.248981261,0,0,1.68E-10,108804243,0.15,0.35,0.85,,,-16.80637072,0.124329837,-15.05953529,0.084960512,-13.97517856,0.084389484,-12.58310189,0.068849174,0.164927425,0.001069499,0.173161787,0.000813087,0.182281158,0.000546559,0.191572416,0.000419431,-2.851533061,0.015566758,-2.689840252,0.008967199,-2.580171122,0.007271473,-2.442168875,0.006890681,6.470356525,0.087068232,7.338237212,0.064156729,8.261163004,0.072426248,9.536088883,0.054426465,5.60617688,0.062156772,6.249415026,0.039422515,6.771050383,0.03622621,7.495857586,0.035390775
T45_m3_lambdas_0.15_0.45_0.65,45,3,maic,-13.04385965,0.5,0.007070921,0.310134553,0,0,7.35E-11,98810543,0.15,0.45,0.65,,,-16.67141255,0.174549641,-15.25659733,0.091753809,-14.06404916,0.069721603,-12.72836118,0.060435411,0.165628757,0.00093078,0.174770887,0.000727721,0.18197704,0.00053279,0.190847324,0.000436554,-2.834003327,0.012034853,-2.705507858,0.009382623,-2.603475944,0.00694732,-2.469207139,0.007885921,6.109443578,0.082120887,6.850427978,0.051706151,7.772015812,0.06169858,8.917532799,0.052442146,5.336097351,0.049063589,5.865049787,0.037762585,6.302796014,0.035521083,6.967412721,0.039870891
T45_m3_lambdas_0.15_0.45_0.75,45,3,maic,-12.74074074,0.5,0.007070141,0.218242834,0,0,1.09E-10,103875843,0.15,0.45,0.75,,,-16.66320933,0.178135786,-15.20611231,0.101107241,-13.95808574,0.072863758,-12.61940485,0.056660562,0.165827709,0.000797886,0.174189942,0.000648947,0.18207231,0.000595069,0.191104493,0.000430231,-2.831747178,0.012988821,-2.703825601,0.009797573,-2.581588486,0.008836777,-2.451770793,0.007349033,5.787201859,0.051247761,6.578498796,0.080424378,7.447238838,0.065463119,8.593282201,0.053456375,5.134618378,0.044054041,5.587941777,0.033878265,6.109378713,0.032586548,6.738337205,0.034981811
T45_m3_lambdas_0.15_0.45_0.85,45,3,maic,-12.82407407,0.5,0.007070692,0.327364251,0,0,8.48E-11,108941143,0.15,0.45,0.85,,,-16.50316619,0.211641684,-14.98769278,0.123160914,-13.73537337,0.08230492,-12.39305915,0.065753881,0.167083741,0.000658969,0.175461054,0.000677388,0.183075256,0.00053889,0.192559529,0.00050006,-2.818538397,0.017424309,-2.680508934,0.011675152,-2.560042517,0.007341829,-2.426096522,0.006005878,5.909214475,0.074147124,6.692008414,0.082427048,7.601336041,0.068123612,8.795124559,0.059834343,5.250700388,0.061133759,5.75538472,0.050736139,6.287047111,0.0337599,6.953796231,0.034711017
T45_m3_lambdas_0.15_0.55_0.75,45,3,maic,-11.94366197,0.5,0.007070783,0.248981261,0,0,1.07E-10,104012743,0.15,0.55,0.75,,,-16.53187926,0.173238677,-14.78550727,0.123369386,-13.50878199,0.091831664,-12.1217553,0.071192654,0.167253413,0.000850937,0.176043606,0.000769355,0.184539758,0.000556318,0.194580957,0.000400225,-2.825817319,0.015514055,-2.655358708,0.009813628,-2.550989429,0.008546787,-2.401075858,0.006724648,5.184667841,0.095122783,5.960104563,0.067604582,6.708932224,0.058509948,7.753688447,0.049940791,4.559988367,0.043430632,5.108707829,0.040328733,5.529217955,0.033490227,6.176141374,0.030092696
T45_m3_lambdas_0.15_0.55_0.85,45,3,maic,-13.74545455,0.5,0.00707064,0.321412173,0,0,3.46E-11,109078043,0.15,0.55,0.85,,,-16.97353867,0.156744726,-15.56113466,0.129760574,-14.18915417,0.072886175,-12.95999929,0.064968238,0.163763255,0.001093244,0.172055012,0.00068478,0.179749821,0.000527311,0.189430975,0.000398603,-2.861553751,0.009378139,-2.725382129,0.010873566,-2.609428572,0.006323706,-2.477913028,0.006215886,6.678214849,0.095685139,7.577493612,0.091020607,8.526606022,0.060389366,9.768832196,0.06525597,5.836527508,0.034517167,6.40474256,0.045988913,6.950996175,0.03103117,7.636457138,0.03330149
T45_m3_lambdas_0.15_0.65_0.85,45,3,maic,-12.76,0.5,0.007070274,0.23570226,0,0,2.16E-11,109214943,0.15,0.65,0.85,,,-16.58356983,0.200864162,-14.88660999,0.143696133,-13.57526481,0.08022457,-12.18015906,0.067442249,0.166578089,0.000929515,0.175481764,0.000774432,0.184317561,0.000638486,0.194434953,0.000508752,-2.816749083,0.014584366,-2.671743048,0.010749327,-2.546192377,0.007810949,-2.396415515,0.007421688,5.974628873,0.078712985,6.76108388,0.06928437,7.624117084,0.055044941,8.890101502,0.066545805,5.19044472,0.048397053,5.758460397,0.036701038,6.293885965,0.032503372,7.038205626,0.038170983
